isbn13,isbn,title,author,publisher,pub_date,price,price_standard,category,cover_url,link,query_type,category_id,rating,review_count,sales_point,description,synced_at
9791124248171,K192135753,인생을 위한 최소한의 생각,"신영준, 고영성 (지은이)",상상스퀘어,2026-02-25,17820,19800,국내도서>인문학>교양 인문학,https://image.aladin.co.kr/product/38548/11/coversum/k192135753_2.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=385481121&amp;partner=openAPI&amp;start=api,Bestseller,0,9.0,0,127540,시대를 초월해 검증된 거인들의 통찰을 빌려와 삶의 중심을 바로 세워줄 '최소한의 생각'을 제안한다. 화면을 내려놓고 스스로에게 근본적인 질문을 던지는 시간 속에서 우리는 멸종 위기에 처한 생각을 되살리고 삶의 중심을 되찾을 수 있다. 그리고 잃어버렸던 진정한 행복과 마주하게 될 것이다.,2026-04-30T05:10:19.483861+00:00
9791194530701,K212032349,괴테는 모든 것을 말했다 - 제172회 아쿠타가와상 수상작,"스즈키 유이 (지은이), 이지수 (옮긴이)",리프,2025-11-18,15300,17000,국내도서>소설/시/희곡>일본소설>1950년대 이후 일본소설,https://image.aladin.co.kr/product/37676/59/coversum/s612137162_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=376765918&amp;partner=openAPI&amp;start=api,Bestseller,0,8.0,0,302022,"23세 대학원생 스즈키 유이의 첫 장편소설로, 제172회 아쿠타가와상을 수상했다. 일본 언론은 그를 움베르토 에코, 칼비노, 보르헤스에 견주며 “일본 문학의 샛별”이라 극찬했다. 스무 살 남짓한 청년이 쓴 이 작품에서는 고전문학의 풍부한 깊이와 신인만의 참신함이 동시에 느껴진다.",2026-04-30T05:10:19.483861+00:00
9791142348860,K212138764,순경씨와 나 1 - 초회 한정 일러스트 카드 + 네컷사진 동봉,나오키 유우 (지은이),대원씨아이(만화),2026-04-24,6300,7000,국내도서>만화/라이트노벨>논픽션/휴먼만화,https://image.aladin.co.kr/product/39145/68/coversum/k212138764_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=391456890&amp;partner=openAPI&amp;start=api,Bestseller,0,10.0,0,24130,,2026-04-30T05:10:19.483861+00:00
9791168343764,K232137457,흉담,전건우 (지은이),래빗홀,2026-04-22,15300,17000,국내도서>소설/시/희곡>호러.공포소설>한국 호러.공포소설,https://image.aladin.co.kr/product/39128/54/coversum/k232137457_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=391285419&amp;partner=openAPI&amp;start=api,Bestseller,0,10.0,0,25620,"저주를 퍼뜨리지 않으면 악귀가 찾아온다. 공포소설가 ‘나’와 편집자가 의문의 죽음을 추적하며 ‘흉담’의 정체에 다가간다. 전건우가 선보이는 악귀, 주술, 현대사의 비극이 뒤엉킨 K-오컬트 호러 미스터리다.",2026-04-30T05:10:19.483861+00:00
9788998441012,8998441012,모순 - 개정판,양귀자 (지은이),쓰다,2013-04-01,11700,13000,국내도서>소설/시/희곡>한국소설>2000년대 이전 한국소설,https://image.aladin.co.kr/product/2584/37/coversum/8998441012_3.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=25843736&amp;partner=openAPI&amp;start=api,Bestseller,0,9.0,0,279640,"작가 양귀자가 1998년 펴낸 세 번째 장편소설로, 책이 나온 지 한 달 만에 무서운 속도로 베스트셀러 1위에 진입, 출판계를 놀라게 하고 그해 최고의 베스트셀러로 자리 잡으면서 ‘양귀자 소설의 힘’을 다시 한 번 유감없이 보여준 소설이다.",2026-04-30T05:10:19.483861+00:00
9791169095525,K442137913,모옌 기담집 - 기기괴괴한 열한 가지 이야기,"모옌 (지은이), 김택규 (옮긴이)",글항아리,2026-04-20,16200,18000,국내도서>소설/시/희곡>호러.공포소설>외국 호러.공포소설,https://image.aladin.co.kr/product/38935/36/coversum/k442137913_2.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=389353683&amp;partner=openAPI&amp;start=api,Bestseller,0,9.0,0,11820,"모옌은 현실과 상상을 매끄럽게 융합하는 독특한 문체로 명성을 얻었다. 이 책은 모옌의 중단편 가운데 요괴와 귀신에 얽힌 작품만 실은 특별판으로, 국내에 처음 번역되는 것들이다. 모옌의 기존 장편들이 보여준 거대 서사와 달리 여기 실린 중단편들은 이야기의 맛, 언어의 아름다움, 상징성을 부각한다.",2026-04-30T05:10:19.483861+00:00
9791141616144,K442138763,오후의 마지막 잔디,"무라카미 하루키 (지은이), 안자이 미즈마루 (그림), 양윤옥 (옮긴이)",문학동네,2026-04-23,13500,15000,국내도서>소설/시/희곡>일본소설>1950년대 이후 일본소설,https://image.aladin.co.kr/product/39145/37/coversum/k442138763_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=391453714&amp;partner=openAPI&amp;start=api,Bestseller,0,10.0,0,21440,"안자이 미즈마루는 경쾌하고 청량한 일러스트로 사랑받아온 예술가이자 그 누구보다 무라카미 하루키의 작품을 깊이 이해하는 친구로서, 오랜 세월 하루키와 환상적인 호흡으로 다채로운 협업을 선보였다. 긴 시간을 지나 안자이 미즈마루 타계 10주기를 기리며 두 거장의 글과 그림이 온전한 한 권의 책으로 엮여 기념비적인 ‘일러스트 픽션 북’이 탄생했다.",2026-04-30T05:10:19.483861+00:00
9791190302449,K282137630,"2026 선재국어 최우선 봉투 모의고사 - 9급 지방직 공무원 대비, 변화된 출제 기조를 철저히 분석하여 가장 인혁처답게 만든",이선재 (지은이),수비니겨,2026-04-17,22500,25000,국내도서>수험서/자격증>공무원 수험서>7/9급 공무원>국어>기출/문제집/모의고사,https://image.aladin.co.kr/product/39019/66/coversum/k282137630_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=390196640&amp;partner=openAPI&amp;start=api,Bestseller,0,10.0,0,44240,"인혁처 1·2차 예시 문제, 2025 국가직 9급, 2025 지방직 9급 등 신유형 기출문제를 철저히 분석해서 만든 실전형 모의고사다. 특히 이번 2026 국가직 9급을 철저히 분석, 반영하여 2026 국가직 9급에 등장한 신유형 문제도 완벽하게 대비할 수 있도록 제작하였다.",2026-04-30T05:10:19.483861+00:00
9791173325953,K652137351,흔한남매 과학 탐험대 17 : 뇌와 호르몬,"흔한남매 (원작), 김언정, 송은경 (글), 김덕영 (그림), 권경아 (감수)",주니어김영사,2026-04-21,15120,16800,국내도서>어린이>과학/수학/컴퓨터>생물과 생명,https://image.aladin.co.kr/product/39117/44/coversum/k652137351_2.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=391174482&amp;partner=openAPI&amp;start=api,Bestseller,0,0.0,0,28730,"카이스트 과학영재교육연구원 연구진이 기획 및 감수를 맡은 《흔한남매 과학 탐험대》는 초등 과학 교과서 내용을 통째로 담은 입문서다. 흔한남매가 우주, 지구와 달, 우리 몸 등을 여행하며 과학 지식을 쉽고 재미있게 전하고, 교과서 기반 내용에 생활 과학과 최신 이슈까지 더해 학습의 폭을 넓혔다.",2026-04-30T05:10:19.483861+00:00
9788960909878,8960909874,해파리 만개,"김초엽 (지은이), 박지숙 (그림)",마음산책,2026-04-30,15120,16800,국내도서>소설/시/희곡>과학소설(SF)>한국 과학소설,https://image.aladin.co.kr/product/39119/88/coversum/8960909874_3.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=391198878&amp;partner=openAPI&amp;start=api,Bestseller,0,10.0,0,31820,"인간과 세계를 감각하는 방식을 집요하게 갱신해온 소설가 김초엽의 두 번째 짧은 소설집. 첫 짧은 소설집 『행성어 서점』이 서로 다른 존재가 마주하는 낯선 세계를 열어 보였다면, 『해파리 만개』는 한 걸음 더 나아가 규정할 수 없는 존재들과의 만남을 통해 우리가 세계를 이해하고 구분해온 방식을 되묻는다.",2026-04-30T05:10:19.483861+00:00
9791124468050,K462137634,"다정한 사람이 이긴다 (스페셜 양장 리커버 개정판) - 사람을 남기는 말, 관계를 바꾸는 태도",이해인 (지은이),필름(Feelm),2026-04-15,17100,19000,국내도서>에세이>한국에세이,https://image.aladin.co.kr/product/39021/96/coversum/k462137634_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=390219604&amp;partner=openAPI&amp;start=api,Bestseller,0,9.0,0,73519,"초판 출간을 통해 10만 명이 넘는 독자에게 따뜻한 온기와 위로를 전한 《다정한 사람이 이긴다》가 스페셜 양장 리커버를 통해 독자들과 만난다. 이번 개정판은 초판 출간 이후 이해인 저자가 힘든 시기를 건너며 얻은 성숙해진 사유를 통해, 성장과 관계에 관한 이야기를 담아냈다.",2026-04-30T05:10:19.483861+00:00
9791199383074,K612136721,완벽한 원시인 - 10만 년을 되돌려 되찾는 뇌 설계도,자청 (지은이),필로틱,2026-03-11,19800,22000,국내도서>인문학>교양 인문학,https://image.aladin.co.kr/product/38694/70/coversum/k612136721_2.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=386947012&amp;partner=openAPI&amp;start=api,Bestseller,0,9.0,0,92935,『역행자』로 60만 독자의 삶을 변화시킨 자청이 이번에는 인류의 기원을 붙잡고 돌아왔다. 전작이 전략을 다뤘다면 『완벽한 원시인』은 그 전략을 끝까지 실행할 수 있는 인간의 조건을 묻는다.,2026-04-30T05:10:19.483861+00:00
9791138934459,K692034674,"2026 큰별쌤 최태성의 별★별한국사 기출 500제 한국사능력검정시험 심화 (1, 2, 3급) - 2026 시험 대비, 76~67회 수록",최태성 (지은이),이투스북,2025-12-16,19800,22000,"국내도서>수험서/자격증>한국사능력검정시험>심화(1,2,3급)",https://image.aladin.co.kr/product/37992/23/coversum/k692034674_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=379922349&amp;partner=openAPI&amp;start=api,Bestseller,0,0.0,0,74178,"최신 10회분 500문항으로 실전처럼 연습하고, 큰별쌤의 시대별·난이도별 분석과 한 줄 평, 킬러 문항 표시, 정답 키워드, 선택지 해설, 기출 선택지+α OX, 핵심 개념·연표 정리로 한국사능력검정시험을 빈틈없이 대비할 수 있다.",2026-04-30T05:10:19.483861+00:00
9791158792541,K702137310,아름다움이 사람을 죽일 때 - 미시마 유키오 미스터리 단편선,"미시마 유키오 (지은이), 심지애 (옮긴이)",북로드,2026-04-30,15750,17500,국내도서>소설/시/희곡>일본소설>1950년대 이후 일본소설,https://image.aladin.co.kr/product/38957/13/coversum/k702137310_2.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=389571366&amp;partner=openAPI&amp;start=api,Bestseller,0,10.0,0,8830,"일본 문학을 대표하는 작가 미시마 유키오의 미스터리 단편을 엄선한  ≪아름다움이 사람을 죽일 때≫가 출간됐다. 이번 선집은 질투, 음모, 살의, 배신 등 인간 내면에 잠재된 어둠을 집요하게 파고든 12편의 단편을 담고 있다.",2026-04-30T05:10:19.483861+00:00
9788925569574,8925569574,부의 사다리에 올라타라 - 당신의 자산을 확실하게 늘리는 6가지 방법,"닉 매기울리 (지은이), 박슬라 (옮긴이)",알에이치코리아(RHK),2026-04-10,20700,23000,국내도서>경제경영>재테크/투자>재테크/투자 일반,https://image.aladin.co.kr/product/38934/1/coversum/8925569574_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=389340198&amp;partner=openAPI&amp;start=api,Bestseller,0,10.0,0,32590,"돈에 관한 전략서이다. 철저하게 데이터와 자료에 기반해 집필한 이 책은, 자산 형성의 전체를 조망하며 단계별로 부의 여정을 이뤄나갈 수 있도록 안내한다. 40여 년간 미국 수만 가구의 금융정보를 밀도 있게 분석해 만든, ‘돈에 대한 사고방식’을 바꾸는 혁신적인 프레임워크를 이 책에서 최초로 공개한다.",2026-04-30T05:10:19.483861+00:00
9791142818912,K882138767,"사랑하라, 거짓된 천사들이여 6 - 초판 한정 특전 : 양면 일러스트 카드 2종(지류)","Coco Uzuki (지은이), 정효진 (옮긴이)",서울미디어코믹스(서울문화사),2026-04-24,5400,6000,국내도서>만화/라이트노벨>순정만화>틴에이지 순정,https://image.aladin.co.kr/product/39147/97/coversum/k882138767_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=391479763&amp;partner=openAPI&amp;start=api,Bestseller,0,10.0,0,16470,"다른 사람들이 자신에게 원하는 모습이 무너지지 않도록 늘 완벽한 미소녀를 연기해온 카츠라 오토기. 하지만 아무에게도 보여주지 않던 본모습을  신경 쓰이던 완벽남 니노마에 토키에게 들키고 만다. 그러나 마찬가지로 숨겨진 본성이 있던 그를 좋아하게 되고, 한 번 차인 후에도 포기하지 않는 오토기.",2026-04-30T05:10:19.483861+00:00
9791173578601,K292137262,이향인 - 세상 밖에서 세상의 중심이 되는 사람들,"라미 카민스키 (지은이), 최지숙 (옮긴이)",21세기북스,2026-03-25,15210,16900,국내도서>인문학>교양 인문학,https://image.aladin.co.kr/product/38793/3/coversum/k292137262_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=387930371&amp;partner=openAPI&amp;start=api,Bestseller,0,10.0,0,50980,"단체 채팅방의 새 알림을 읽지 않으면 불안해지고, '함께'라는 단어가 당연시 되는 사회. 정답처럼 제시되는 감정에 동의해야 하고, 분위기에 맞춰 자신의 감정과 리액션을 '수정'해야 하는 그 모든 순간. ""우리는 정말 이렇게까지 연결돼야 하는가."" 뉴욕의 저명한 정신과 의사 라미 카인스키 박사는 이 질문에 답하기 위해 하나의 이름을 제시한다. 바로 '이향인(오트로버트)'.",2026-04-30T05:10:19.483861+00:00
9791169814324,K212137906,케임브리지 몽골 제국사 1~3 세트 - 전3권,"미할 비란, 김호동 (엮은이), 조원희, 최소영, 김석환 (옮긴이)",사계절,2026-04-30,108000,120000,국내도서>역사>아시아사>중앙아시아사,https://image.aladin.co.kr/product/38857/11/coversum/k212137906_2.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=388571182&amp;partner=openAPI&amp;start=api,Bestseller,0,10.0,0,6335,"칭기스 칸과 그의 후계자들은 역사상 가장 넓은 제국을 건설해 동서남북을 연결하고 세계를 하나로 통합했다. 이는 전례 없는 범세계적 문화 접촉을 촉발했고, 종교와 민족 정체성의 재편을 이끌어냈다. 이 책은 이 과정에서 나타난 현상들을 면밀히 검토한다.",2026-04-30T05:10:19.483861+00:00
9791199496651,K732135332,부처님 말씀대로 살아보니 - 인생이 가벼워지는 15가지 불교 수업,"토니 페르난도 (지은이), 강정선 (옮긴이)",윌마,2026-02-20,17010,18900,국내도서>자기계발>성공>성공학,https://image.aladin.co.kr/product/38537/5/coversum/k732135332_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=385370551&amp;partner=openAPI&amp;start=api,Bestseller,0,10.0,0,87690,"“부처는 인간의 마음을 해부한 인류 최초의 심리학자였다.” 호주와 뉴질랜드에서 실제 진료 현장을 이끌어 온 정신과 의사 토니 페르난도는 불안과 고통의 근원을 탐구하며, 2,600년 전 마음의 작동 원리를 꿰뚫어 본 부처님의 가르침에 주목한다.",2026-04-30T05:10:19.483861+00:00
9791175780170,K582137986,"캐릭터 심리 사전 - 선인부터 악인, 평범부터 극단까지 심리학자가 총망라한 400개 인간 성격 지도","린다 N. 에델스타인 (지은이), 지여울 (옮긴이)",부키,2026-04-22,25200,28000,국내도서>인문학>책읽기/글쓰기>글쓰기,https://image.aladin.co.kr/product/38809/21/coversum/k582137986_2.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=388092141&amp;partner=openAPI&amp;start=api,Bestseller,0,10.0,0,54660,"심리학 박사 린다 N. 에델스타인이 30년 이상 축적한 임상 경험과 연구 데이터를 바탕으로 사이코패스 범죄자나 트라우마를 겪는 인물 등 문제적 캐릭터의 내면 분석은 물론, 영유아기부터 노년기에 이르는 생애 전 주기의 성격적 특징을 폭넓게 조망한다. 여기에 신체 조건, 직업, 가족 관계 같은 외부 환경이 인물의 심리와 어떻게 얽히는지도 설득력 있게 보여준다.",2026-04-30T05:10:19.483861+00:00
9791175487635,K142137754,처음 읽는 삼국지 4 - 충절의 천 리 길,"이문열 (지은이), 한현동 (원작), 윤종문 (구성)",미래엔아이세움,2026-04-22,15120,16800,국내도서>어린이>동화/명작/고전>어린이를 위한 고전,https://image.aladin.co.kr/product/39065/97/coversum/k142137754_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=390659734&amp;partner=openAPI&amp;start=api,Bestseller,0,10.0,0,28780,"삼국지를 처음 읽는 어린이 독자들의 흥미와 이해를 높이기 위해, 삼국지의 내용을 친절하고 풍부한 ‘글’과 생동감 넘치는 ‘만화’로 풀어 냈다. 첫 장을 펼치는 순간 술술 읽히는 글과 그림을 통해 삼국지의 매력에 풍덩 빠져 보자.",2026-04-30T05:10:19.483861+00:00
9788937460586,8937460580,싯다르타,"헤르만 헤세 (지은이), 박병덕 (옮긴이)",민음사,2002-01-20,7200,8000,국내도서>소설/시/희곡>독일소설,https://image.aladin.co.kr/product/32/95/coversum/s062934786_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=329596&amp;partner=openAPI&amp;start=api,Bestseller,0,9.0,0,147296,헤세가 거의 일 년 반 동안 창작이 거의 불가능할 정도로 심한 우울증을 앓다가 정신 치료를 받은 후 발표한 작품이다. 동서양의 정신적 유산을 시적으로 승화한 일종의 종교적 성장소설로 볼 수 있는데 영원을 향한 갈망과 인간의 내면을 깊이 파고드는 초월에 대한 의지를 단순하고도 서정적인 문체로 담아냈다.,2026-04-30T05:10:19.483861+00:00
9791168342941,K972030181,박곰희 연금 부자 수업 - 4개의 통장으로 월 300만 원 만들기,박곰희 (지은이),인플루엔셜(주),2025-06-25,18900,21000,국내도서>경제경영>재테크/투자>재테크/투자 일반,https://image.aladin.co.kr/product/36661/52/coversum/k972030181_3.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=366615290&amp;partner=openAPI&amp;start=api,Bestseller,0,9.0,0,169011,베스트셀러 《박곰희 투자법》 출간 5년 만에 돌아온 금융 유튜버 박곰희가 이번엔 연금으로 평생 월급 받는 비밀을 공개한다. 절실한 질문들에 대한 현실적이고 구체적인 답변을 《박곰희 연금 부자 수업》에 녹여냈다.,2026-04-30T05:10:19.483861+00:00
9788925588650,892558865X,마션 - 스페셜 에디션,"앤디 위어 (지은이), 박아람 (옮긴이)",알에이치코리아(RHK),2021-05-04,17820,19800,국내도서>소설/시/희곡>과학소설(SF)>외국 과학소설,https://image.aladin.co.kr/product/27045/43/coversum/892558865x_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=270454339&amp;partner=openAPI&amp;start=api,Bestseller,0,10.0,0,64007,"화성에서 조난당한 한 남자에 대한 이야기. 컴퓨터 프로그래머 출신인 작가 앤디 위어가 2009년 취미 삼아 개인 블로그에 연재를 시작했던 &lt;마션&gt;은 독자들의 요청으로 2011년 아마존 킨들 버전으로 자비 출판되었고, 이후 한 문학 에이전트의 눈에 띄어 미국의 중견 출판사 크라운 사에서 정식 출판되었다.",2026-04-30T05:10:19.483861+00:00
