isbn13,isbn10,aladin_item_id,title,author,publisher,pub_date,category_id,category_name,price_standard,price_sales,cover_url,description,active,discontinue_mode,discontinue_reason,discontinue_at,discontinue_by,reactivated_at,expected_soldout_at,source,created_at,updated_at
9797736026060,,,Molestias rerum nesciunt.,김성수,(유) 라온소프트,2021-08-02,106,국내도서>자기계발,17000,16139,https://example.com/covers/9797736026060.jpg,Explicabo nam soluta voluptate quibusdam unde dolores cum.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9792343098059,,,Sunt ad qui ex.,송채원,(유) 네오네트워크,2020-12-25,105,국내도서>아동>어린이,10500,8824,https://example.com/covers/9792343098059.jpg,Sit similique dolore repellendus itaque esse recusandae dolorem ad deserunt eveniet sint.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9791913619397,,,Expedita magni perspiciatis sapiente ex.,양상훈,(유) 가온,2025-05-30,104,국내도서>자기계발,28000,25084,https://example.com/covers/9791913619397.jpg,Nisi exercitationem ratione ipsa voluptates blanditiis tempore deleniti.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9793534624750,,,Voluptatum.,박준서,주식회사 스타,2021-03-10,105,국내도서>아동>어린이,33000,31333,https://example.com/covers/9793534624750.jpg,Architecto optio ex et sed quaerat error est illum illo eos consectetur in.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794251354272,,,Perspiciatis temporibus nulla error.,김수빈,(유) 우리에코정보통신,2019-06-21,106,국내도서>아동>어린이,35500,29146,https://example.com/covers/9794251354272.jpg,Maiores recusandae vero quasi omnis eligendi optio nulla at veritatis.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9791241182440,,,Perferendis dolore dicta.,김영수,유한회사 씨앤씨뷰티,2024-01-18,106,국내도서>자기계발,28000,26064,https://example.com/covers/9791241182440.jpg,Laudantium doloribus omnis ab quibusdam quo autem incidunt debitis vero maxime amet dolorum.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9790164005249,,,Itaque reiciendis pariatur voluptates.,하춘자,유한회사 인포,2018-06-01,104,국내도서>아동>어린이,14000,11497,https://example.com/covers/9790164005249.jpg,Tempore quia labore ea doloribus odit quisquam maxime occaecati earum aspernatur enim earum eum.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9798059826207,,,Aspernatur corrupti.,김상철,유한회사 브레인이노제조,2022-04-26,102,국내도서>자기계발,18500,15770,https://example.com/covers/9798059826207.jpg,Aperiam rerum harum quo veniam accusantium sunt nemo labore velit error harum tempora.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9796923226023,,,Modi quasi reiciendis tempore laborum.,박성훈,유한회사 한강,2017-05-02,106,국내도서>자기계발,32500,30075,https://example.com/covers/9796923226023.jpg,Saepe ullam voluptatem modi tenetur nihil optio assumenda inventore.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9791607337545,,,Delectus ea eveniet.,이중수,유한회사 모두고려출판,2026-01-24,106,국내도서>경제경영>경영전략,35000,30513,https://example.com/covers/9791607337545.jpg,Quibusdam amet veritatis dolore architecto vero aliquam.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794586850142,,,Veniam dicta.,김민수,(주) 제나,2025-11-25,101,국내도서>아동>어린이,14500,12709,https://example.com/covers/9794586850142.jpg,Iure ducimus fuga non vitae quaerat quod cum est neque.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9798169340600,,,Nemo tenetur.,노상철,주식회사 국민,2022-03-31,104,국내도서>소설/시/희곡>한국소설,25500,24055,https://example.com/covers/9798169340600.jpg,Sed nobis commodi voluptates quos expedita incidunt fuga magni exercitationem sed.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9791484656487,,,Autem vero odio repudiandae provident ipsa.,차수민,유한회사 우리,2018-11-15,104,국내도서>자기계발,13000,11924,https://example.com/covers/9791484656487.jpg,Repudiandae nihil eum doloribus vel eius iste quibusdam necessitatibus pariatur excepturi laudantium eveniet.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9796804436992,,,Distinctio reiciendis excepturi sunt praesentium eius.,하도현,유한회사 월드,2021-05-17,104,국내도서>자기계발,29500,25009,https://example.com/covers/9796804436992.jpg,Quidem porro officia laudantium recusandae at dolore porro esse neque labore minus incidunt quia ex.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9791489513433,,,Earum dolorum blanditiis.,김영철,주식회사 다올,2026-01-20,101,국내도서>경제경영>경영전략,34500,32702,https://example.com/covers/9791489513433.jpg,Qui eius nihil quis nisi voluptatem rerum eos facere esse.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9799367632016,,,Consectetur aliquid amet.,노재현,(주) 가람제나시스템즈,2024-05-10,106,국내도서>아동>어린이,33500,29493,https://example.com/covers/9799367632016.jpg,Laboriosam exercitationem vitae dolorum similique beatae aperiam laudantium neque placeat corrupti repellat veniam assumenda.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9791727889573,,,Blanditiis quisquam non ratione.,박영길,(유) 조선아름신문,2017-01-05,105,국내도서>과학>자연과학,28500,26694,https://example.com/covers/9791727889573.jpg,Numquam non qui veniam dignissimos distinctio optio culpa cupiditate asperiores a ipsum nisi eos doloremque.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9793487347140,,,Praesentium iste porro.,안은정,주식회사 아름,2022-09-29,105,국내도서>소설/시/희곡>한국소설,16500,13826,https://example.com/covers/9793487347140.jpg,Molestias officia tenetur repudiandae architecto cumque esse quibusdam.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9793166587607,,,Ullam ipsa iusto esse illo earum.,이은서,(유) 종합모두개발공사,2017-09-11,105,국내도서>자기계발,15500,12749,https://example.com/covers/9793166587607.jpg,Dolorem perferendis similique nesciunt accusantium quisquam reprehenderit nemo.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9795466889375,,,Iusto officiis totam delectus.,윤예지,유한회사 비전자동차,2020-11-18,101,국내도서>과학>자연과학,16000,13819,https://example.com/covers/9795466889375.jpg,Eum autem cum illum libero optio id quis alias at dolorum blanditiis.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9797298069901,,,Sint repudiandae a sit iure.,박우진,유한회사 겨레라온시스템,2024-10-22,104,국내도서>경제경영>경영전략,11500,9505,https://example.com/covers/9797298069901.jpg,Consectetur enim sunt laborum adipisci occaecati reiciendis quae est accusamus illum dolore sapiente beatae veniam.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9795564641707,,,Praesentium.,이정자,유한회사 원더마음제조,2022-05-28,102,국내도서>자기계발,32500,26939,https://example.com/covers/9795564641707.jpg,Corporis deleniti nobis quia consequatur architecto quo sequi excepturi ratione eaque a quas saepe neque.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9793309232715,,,Sint ipsum laborum ex quis fugiat.,문현지,유한회사 마루자동차,2018-06-26,103,국내도서>인문학>철학,27000,22728,https://example.com/covers/9793309232715.jpg,Et labore totam fugit voluptates recusandae officiis.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9792419049664,,,Possimus.,김현주,(주) 에코국민플랫폼,2019-09-09,106,국내도서>자기계발,31500,26824,https://example.com/covers/9792419049664.jpg,Accusamus corporis sit voluptas asperiores quos eaque numquam id aspernatur eveniet perferendis modi veritatis.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9799190586517,,,Quaerat quis sit alias architecto.,허혜진,(주) 아름,2026-03-10,104,국내도서>과학>자연과학,25000,20843,https://example.com/covers/9799190586517.jpg,Quis provident aut cumque error adipisci eveniet animi.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9797262849874,,,Fugiat corporis minus natus recusandae cumque.,문우진,유한회사 조선바이오,2023-04-27,103,국내도서>경제경영>경영전략,23500,21807,https://example.com/covers/9797262849874.jpg,Itaque ducimus ducimus ab rem temporibus perspiciatis culpa ipsam exercitationem.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9793799650754,,,Error vitae porro itaque.,엄준혁,주식회사 시너지엔지니어링,2022-05-08,103,국내도서>인문학>철학,14500,12417,https://example.com/covers/9793799650754.jpg,Eos praesentium accusantium rerum id ab sint quod voluptate tenetur quia rerum temporibus quod dolorem.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9798083136785,,,Dolor deleniti dolorum quidem quisquam.,김미숙,(주) 백제,2019-02-01,106,국내도서>과학>자연과학,33000,28982,https://example.com/covers/9798083136785.jpg,Alias facilis consectetur tenetur eveniet impedit dicta ratione soluta facilis magnam earum cum.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9796349578850,,,Voluptas eos sit rem.,김정훈,유한회사 인포연구소,2022-05-20,106,국내도서>과학>자연과학,22500,19242,https://example.com/covers/9796349578850.jpg,Ratione accusamus modi iste perferendis perferendis nesciunt reprehenderit.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9793518233749,,,Autem doloremque ad sunt natus totam.,김준영,(유) 코리아,2019-08-21,103,국내도서>소설/시/희곡>한국소설,32000,29703,https://example.com/covers/9793518233749.jpg,Blanditiis aliquid alias voluptatum blanditiis doloremque modi harum fuga veniam possimus molestiae nesciunt.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794082400841,,,Suscipit omnis rerum.,심수빈,(유) 라온,2025-03-06,101,국내도서>아동>어린이,31000,26565,https://example.com/covers/9794082400841.jpg,Ipsam doloremque facilis voluptatem facilis temporibus officia aperiam eius voluptas veniam repudiandae at.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9790471167197,,,Temporibus.,우명숙,주식회사 글로벌제나상사,2024-08-17,102,국내도서>아동>어린이,29000,27358,https://example.com/covers/9790471167197.jpg,Rerum mollitia nesciunt repellat doloremque quo ratione nisi.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9796999386775,,,Similique corporis consectetur dolorum.,장경수,(유) 마음에너지,2022-11-27,105,국내도서>아동>어린이,18500,15314,https://example.com/covers/9796999386775.jpg,Cupiditate amet qui minima quia labore quod.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9793341232810,,,Nisi iste dolore nostrum quas tenetur.,이은주,(주) 원더은행,2021-04-11,106,국내도서>아동>어린이,14000,12335,https://example.com/covers/9793341232810.jpg,Placeat laudantium tenetur asperiores aspernatur non aperiam eius odio molestias eveniet voluptatum minus.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794713493617,,,Magni inventore recusandae.,윤중수,주식회사 아름,2023-05-08,102,국내도서>소설/시/희곡>한국소설,26000,21521,https://example.com/covers/9794713493617.jpg,Suscipit impedit repudiandae id quas est est ducimus veritatis porro labore at assumenda inventore.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9799471746487,,,Repellat nam nesciunt natus eveniet.,이정남,(주) 발해종합신문,2025-06-05,105,국내도서>소설/시/희곡>한국소설,26000,24326,https://example.com/covers/9799471746487.jpg,Aut magni culpa laboriosam sed expedita nam beatae eius dolorem inventore natus.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9790139904904,,,Nostrum odit ad ut repudiandae eaque.,한성수,(유) 가람넥스트바이오,2020-07-05,106,국내도서>과학>자연과학,33000,30989,https://example.com/covers/9790139904904.jpg,Omnis architecto qui voluptas at minus fugiat iste culpa est eveniet velit nisi sunt culpa.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9797175655128,,,Amet aspernatur ipsam incidunt non impedit.,박성현,(유) 푸른코스메틱,2023-02-05,106,국내도서>과학>자연과학,19500,18052,https://example.com/covers/9797175655128.jpg,Pariatur aliquid hic nobis ab error distinctio consequatur ducimus eveniet ab quia cupiditate fugit provident.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9795451680871,,,Nam pariatur explicabo.,서시우,(주) 보람제나전자,2020-07-07,103,국내도서>아동>어린이,22000,20203,https://example.com/covers/9795451680871.jpg,Illo odit enim illo vitae cupiditate veniam itaque porro facere ipsa autem ipsa id aspernatur.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9793482477101,,,Quia dolore.,김은주,주식회사 비전,2018-05-15,102,국내도서>인문학>철학,29000,25856,https://example.com/covers/9793482477101.jpg,Quas reprehenderit repellendus dolores corporis deserunt nobis quis omnis debitis quo laudantium.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9791712748465,,,Quis ipsum unde natus odio numquam.,강민서,유한회사 에코신문,2023-08-06,104,국내도서>아동>어린이,35500,29777,https://example.com/covers/9791712748465.jpg,Nihil explicabo asperiores iure alias fuga enim officia voluptate at nisi.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9792146584049,,,Iure mollitia recusandae tempore ipsum repellat.,이예은,(주) 에코네트워크,2019-10-29,106,국내도서>과학>자연과학,32000,29839,https://example.com/covers/9792146584049.jpg,Voluptatem assumenda officia aliquam provident voluptatibus minima non facilis ullam harum quo.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9795886753393,,,Amet occaecati ex ex nam harum.,고현우,주식회사 브레인,2025-11-03,103,국내도서>자기계발,21000,18511,https://example.com/covers/9795886753393.jpg,Nesciunt consequuntur expedita voluptas praesentium hic nisi vel.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9792702895176,,,Nam officia eveniet consectetur.,하혜진,(주) 코리아,2026-02-27,106,국내도서>경제경영>경영전략,12000,10479,https://example.com/covers/9792702895176.jpg,Magni accusantium est veritatis exercitationem quisquam deleniti voluptatum culpa eos ratione magni molestiae.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794596158658,,,Alias excepturi quisquam consectetur fugiat cum.,황지원,유한회사 가온자동차,2016-07-18,105,국내도서>소설/시/희곡>한국소설,29000,26107,https://example.com/covers/9794596158658.jpg,Perspiciatis dolores ipsam eligendi quibusdam ipsum modi est repellat iusto rerum facilis.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794316117248,,,Voluptates iure.,이영진,주식회사 종합랩스,2022-09-10,101,국내도서>인문학>철학,37500,32497,https://example.com/covers/9794316117248.jpg,Amet laboriosam fuga vel quae maiores commodi assumenda cum ipsum maiores.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9796922219699,,,At tenetur repellendus suscipit ut.,이성호,(주) 스타마루개발공사,2019-10-16,102,국내도서>경제경영>경영전략,30500,26838,https://example.com/covers/9796922219699.jpg,Ut saepe officiis recusandae consequuntur enim rerum possimus consequuntur provident ipsum a.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9790748217594,,,Accusantium dolor corrupti.,조영자,주식회사 백제글로벌금고,2018-08-03,103,국내도서>과학>자연과학,18500,17202,https://example.com/covers/9790748217594.jpg,In recusandae itaque beatae temporibus nisi accusamus maiores doloribus corporis.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9791369594408,,,A explicabo necessitatibus deleniti pariatur.,이현정,(주) 시너지,2023-04-02,101,국내도서>아동>어린이,35500,33102,https://example.com/covers/9791369594408.jpg,Aliquam harum fuga quibusdam explicabo architecto dolores omnis aut neque quidem consequatur explicabo excepturi.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9797439533940,,,Rerum placeat.,박보람,(주) 한가람제조,2019-04-14,101,국내도서>자기계발,30500,27572,https://example.com/covers/9797439533940.jpg,Eos aliquam dicta aliquam ut maiores voluptatibus.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9795214562321,,,Labore alias officia enim similique.,윤서준,유한회사 신라한빛정보통신,2020-05-17,105,국내도서>인문학>철학,34000,31550,https://example.com/covers/9795214562321.jpg,Excepturi deleniti porro facilis reiciendis eaque assumenda incidunt inventore voluptatum debitis eos aut.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794517123680,,,Optio esse nobis incidunt porro.,김준호,유한회사 미래첨단금고,2026-03-04,103,국내도서>아동>어린이,20500,17139,https://example.com/covers/9794517123680.jpg,Perferendis illo maiores quibusdam cum adipisci sed perspiciatis.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794965137093,,,Alias architecto quod facilis.,최예준,유한회사 스타,2019-06-28,102,국내도서>자기계발,37000,30644,https://example.com/covers/9794965137093.jpg,Ipsam asperiores consequuntur facilis et eius vero ad delectus maxime totam blanditiis.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9796120047117,,,Provident dolor.,한혜진,(주) 글로벌기술,2021-12-21,104,국내도서>인문학>철학,16500,14968,https://example.com/covers/9796120047117.jpg,Cupiditate quae voluptatum repellat voluptas voluptates pariatur quae mollitia enim error culpa quae praesentium.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9796926179647,,,Recusandae magni commodi.,김주원,(유) 인포연구소,2023-11-23,104,국내도서>과학>자연과학,10000,9435,https://example.com/covers/9796926179647.jpg,Rem mollitia nostrum assumenda est voluptatum quaerat minima quisquam reprehenderit asperiores voluptas odit ipsum.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9795850643170,,,Exercitationem soluta quos.,김현주,(주) 글로벌유니온바이오,2019-02-18,106,국내도서>아동>어린이,11500,10881,https://example.com/covers/9795850643170.jpg,Cum eum quae exercitationem velit tempora sapiente dolorum odio mollitia commodi.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9792931839330,,,Nostrum atque odit nihil neque.,강지후,(주) 가야고려그룹,2026-04-19,103,국내도서>경제경영>경영전략,19500,18493,https://example.com/covers/9792931839330.jpg,Eaque distinctio nemo nulla adipisci suscipit molestias odit error doloribus rem illo iste porro culpa.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9791020539502,,,Laborum dignissimos.,이정희,(유) 신라,2024-11-27,106,국내도서>과학>자연과학,14500,12881,https://example.com/covers/9791020539502.jpg,Quis maiores autem dolores commodi ipsum consequuntur amet veniam.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9795891783903,,,In vitae temporibus repellendus ut quam deleniti cum.,박춘자,(주) 고려신라테크,2022-12-12,104,국내도서>자기계발,32000,30250,https://example.com/covers/9795891783903.jpg,Vitae dolor explicabo amet libero sunt omnis iusto modi sed inventore sunt quas quisquam.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9796177115920,,,Aliquid amet natus facere.,이영길,(유) 중앙,2019-04-30,106,국내도서>아동>어린이,11000,9804,https://example.com/covers/9796177115920.jpg,Blanditiis voluptate hic recusandae excepturi vel quidem dicta magni magnam aliquid consequatur ex labore itaque non.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9798478961183,,,Consequuntur ut et hic nulla sapiente.,박옥순,(유) 원더가야연구소,2021-04-07,102,국내도서>과학>자연과학,32000,27649,https://example.com/covers/9798478961183.jpg,Perferendis voluptatem nesciunt reiciendis quas porro ad labore voluptas quos quod neque.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9791565452717,,,Reprehenderit.,박정웅,주식회사 푸른마음그룹,2021-06-27,101,국내도서>자기계발,11500,10534,https://example.com/covers/9791565452717.jpg,Veniam beatae accusantium et corrupti porro illum quod ullam sit quasi aperiam consequuntur dignissimos eveniet.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9798851656040,,,Minima et cupiditate totam.,이종수,(유) 중앙,2025-03-02,105,국내도서>아동>어린이,28000,23734,https://example.com/covers/9798851656040.jpg,Deleniti doloribus nam dolore voluptate error enim dignissimos provident et expedita ut recusandae earum.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9791585149369,,,Nemo molestiae tempore hic.,황민재,(유) 한가람기획,2019-06-13,106,국내도서>자기계발,36000,32125,https://example.com/covers/9791585149369.jpg,Unde omnis quibusdam distinctio repudiandae earum natus earum autem qui dolores amet.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
9794024455021,,,Dolorem doloremque aut ex iusto perspiciatis consequuntur.,구민지,유한회사 원더,2018-12-16,104,국내도서>소설/시/희곡>한국소설,36500,30603,https://example.com/covers/9794024455021.jpg,Quidem enim eligendi animi quisquam officiis doloremque qui sed alias.,true,NONE,,,,,,ALADIN,2026-05-01T18:01:35+09:00,2026-05-01T18:01:35+09:00
